SrcMac,DIntPkt,DstLoad,DstJitter,SrcLoad,SIntPkt,Dur,Load,Rate,Packet_num,Sport,Label
0.0,0.000478936311491,0.0233137083472218,0.0004179513637757,0.2441922398589065,0.0002850885640264,0.0020869068263608,0.09363394789874,0.0356204006731011,0.0,0.5425121069086005,0.0
0.0,0.0008879340155824,0.019425447025093,0.0009641979246598,0.203689594356261,0.0003600990179185,0.0025068823313927,0.0780807780542802,0.0296932576595974,6.130080304051984e-05,0.5426960093177221,0.0
0.0,0.0010486701132903,0.0183658894655946,0.0010977836453603,0.1926543209876543,0.0003860033993709,0.0026519183270471,0.0738430218161245,0.0280783526560802,0.000122601606081,0.5428799117268437,0.0
0.0,0.0010640075271937,0.0170881727633327,0.00113812388775,0.1793439153439153,0.0004214902959133,0.0028506058495493,0.068731860106135,0.0261304815079615,0.0001839024091215,0.5430025133329247,0.0
0.0,0.0008723921028269,0.0198264636565523,0.0009465628460195,0.20786860670194,0.0003510078436571,0.0024559821648961,0.0796853653677567,0.0303047197086898,0.000245203212162,0.5431251149390057,0.0
0.0,0.0012566454458207,0.0160644247953705,0.0013761974493944,0.1686807760141093,0.0004539584895976,0.0030323921584657,0.0646373433812431,0.0245701107518877,0.0003065040152025,0.5434316189542083,0.0
0.0,0.0008631896544848,0.0183227147807636,0.0009463424075365,0.1922028218694885,0.0003871265543813,0.0026582071507069,0.0736698137522133,0.0280122970887544,0.0003678048182431,0.5435542205602893,0.0
0.0,0.0005760732662127,0.0205726237979249,0.0005918773268659,0.2156402116402116,0.0003350370553752,0.0023665629534831,0.0826697758648541,0.0314420660030813,0.0004291056212836,0.5436768221663705,0.0
0.0,0.0014067476032223,0.0171399823851298,0.0014947933532506,0.179884479717813,0.000419945826146,0.002841958717017,0.0689396081945212,0.0262096585784867,0.0004904064243241,0.543860724575492,0.0
0.0,0.0006496928529491,0.0198091937826199,0.00070518270713,0.2076878306878307,0.0003513939874245,0.0024581439480291,0.0796157773772704,0.0302782846802929,0.0005517072273646,0.5440446269846135,0.0
0.0,0.0008670751326737,0.0238627887507778,0.0009395088145634,0.2499135802469135,0.0002764537702089,0.002038561494476,0.0958307950436548,0.0364575525772232,0.0006130080304051,0.5441672285906946,0.0
0.0,0.0008077704655804,0.011816289776739,0.0008799904241522,0.1244294532627866,0.0006481711138136,0.0041197690743952,0.0476444132518675,0.0180943608899835,0.0006743088334457,0.5442285293937351,0.0
0.0,0.0008691201211941,0.0198264636565523,0.0009373044297333,0.20786860670194,0.0003510078436571,0.0024559821648961,0.0796853653677567,0.0303047197086898,0.0007356096364862,0.5443511309998161,0.0
0.0,0.0008603266705562,0.021612371796148,0.0009084269884598,0.2264700176366843,0.0003146083968315,0.0022521849731703,0.0868285471941002,0.0330269515675715,0.0007969104395267,0.5446576350150187,0.0
0.0,0.0008705516131585,0.0215953558909499,0.0008802108626353,0.2262945326278659,0.0003149243039224,0.0022539537048246,0.0867609909697594,0.0330012206198342,0.0008582112425672,0.5447189358180593,0.0
0.0,0.0010582815593364,0.0183618259658458,0.0011561998433564,0.1926119929453262,0.0003861087017345,0.0026525079042652,0.0738267676869598,0.0280721439448103,0.0009195120456077,0.5448415374241403,0.0
0.0,0.0006603267932555,0.0202460200056154,0.0007206134009403,0.2122389770723104,0.000341881709011,0.0024048854726601,0.0813638581747788,0.030944408991494,0.0009808128486483,0.5452093422423834,0.0
0.0,0.0028672784045326,0.0097190159688919,0.0030722511376279,0.1025811287477954,0.0008058439231532,0.0050025626956413,0.0392547428952071,0.0148971306152832,0.0010421136516888,0.5453319438484645,0.0
0.0,0.0006629852783321,0.0198866542465813,0.0007234791012193,0.2084955908289241,0.0003496740839194,0.0024485141868,0.0799263836267768,0.0303965702310856,0.0011034144547293,0.5454545454545455,0.0
0.0,0.0008852755305058,0.0199250035254606,0.0009520738080946,0.2088941798941799,0.0003488316650104,0.0024437975690552,0.0800792740292321,0.0304548809111571,0.0011647152577698,0.5457610494697481,0.0
0.0,0.0010568500673721,0.0183092544378457,0.0011612699284655,0.1920626102292769,0.0003874776324616,0.0026601724081006,0.0736157179785871,0.0279916867276315,0.0012260160608103,0.5458836510758291,0.0
0.0,0.0008674841303778,0.0198612573731514,0.0009130561966029,0.2082310405643739,0.0003502356614246,0.0024516585986299,0.0798247953194975,0.0303578457948142,0.0012873168638509,0.5461288542879912,0.0
